types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Wig,wig-maker,559,100,1.0,0.0,3,78,== Personal life == | === Collections ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Wig,wig-maker,559,100,1.0,0.0,3,78,== Personal life == | === Collections ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Wig,wig-maker,559,100,1.0,0.0,3,78,== Personal life == | === Collections ===
