types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/Municipality108626283,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/Town108665504,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/UrbanArea108675967,http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://dbpedia.org/class/yago/WikicatTownsInTheWestMidlands(county),http://dbpedia.org/resource/Moxley,Moxley,44,74,0.9999980485237642,0.0,10,14,== Biography == | === 2011–2015 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cancel_culture,cancel culture,324,349,0.9999398066525844,6.019697085777113e-05,0,18,== Biography == | === 2016–2021 ===
