types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sea_urchin,sea urchin,1955,37,0.9999879797315958,1.0194079640665002e-05,0,6,== Career == | === 1960s ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Sea_urchin,sea urchin,1955,37,0.9999879797315958,1.0194079640665002e-05,0,6,== Career == | === 1960s ===
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Sea_urchin,sea urchin,1955,37,0.9999879797315958,1.0194079640665002e-05,0,6,== Career == | === 1960s ===
