types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Prom,Prom,985,101,0.9890849624337108,0.0110354903469018,24,9,== Career == | === Acting ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Prom,Prom,985,101,0.9890849624337108,0.0110354903469018,24,9,== Career == | === Acting ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Prom,Prom,985,101,0.9890849624337108,0.0110354903469018,24,9,== Career == | === Acting ===
