types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/WikicatSchoolsInTheNorthernCape,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/EducationalInstitution108276342,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/School108276720,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Perseverance_School,Perseverance,11,37,0.6362485363497323,0.4991251415763445,0,34,== Discography == | === Guest appearances ===
