types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPhotographicTechniques,http://dbpedia.org/resource/High-key_lighting,high-key lighting,17,313,1.0,0.0,6,11,== Career == | === 1981–1999 ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/High-key_lighting,high-key lighting,17,313,1.0,0.0,6,11,== Career == | === 1981–1999 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/High-key_lighting,high-key lighting,17,313,1.0,0.0,6,11,== Career == | === 1981–1999 ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/High-key_lighting,high-key lighting,17,313,1.0,0.0,6,11,== Career == | === 1981–1999 ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/High-key_lighting,high-key lighting,17,313,1.0,0.0,6,11,== Career == | === 1981–1999 ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/High-key_lighting,high-key lighting,17,313,1.0,0.0,6,11,== Career == | === 1981–1999 ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/High-key_lighting,high-key lighting,17,313,1.0,0.0,6,11,== Career == | === 1981–1999 ===
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/High-key_lighting,high-key lighting,17,313,1.0,0.0,6,11,== Career == | === 1981–1999 ===
