types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sustainable_Development_Goals,17 goals,2109,200,1.0,0.0,4,17,== Club career == | === Wolverhampton Wanderers ===
http://dbpedia.org/class/yago/WikicatUnitedNationsDocuments,http://dbpedia.org/resource/Sustainable_Development_Goals,17 goals,2109,200,1.0,0.0,4,17,== Club career == | === Wolverhampton Wanderers ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Sustainable_Development_Goals,17 goals,2109,200,1.0,0.0,4,17,== Club career == | === Wolverhampton Wanderers ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Sustainable_Development_Goals,17 goals,2109,200,1.0,0.0,4,17,== Club career == | === Wolverhampton Wanderers ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sustainable_Development_Goals,17 goals,2109,200,1.0,0.0,4,17,== Club career == | === Wolverhampton Wanderers ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Sustainable_Development_Goals,17 goals,2109,200,1.0,0.0,4,17,== Club career == | === Wolverhampton Wanderers ===
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/Sustainable_Development_Goals,17 goals,2109,200,1.0,0.0,4,17,== Club career == | === Wolverhampton Wanderers ===
