types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cowboy,cowhand,2565,24,0.999999992965968,0.0,1,11,== Career == | === Film ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Cowboy,cowhand,2565,24,0.999999992965968,0.0,1,11,== Career == | === Film ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Cowboy,cowhand,2565,24,0.999999992965968,0.0,1,11,== Career == | === Film ===
