types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/WikicatCookingCompetitions,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://umbel.org/umbel/rc/TVShow_IBT,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Beginning100235435,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Broadcast106619428,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Broadcasting106276697,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Ending106308765,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/GameShow106621061,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Introduction100238022,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Morpheme106306233,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Telecommunication106271778,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Television106277280,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Wikicat1990TelevisionSeriesDebuts,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Wikicat2001TelevisionSeriesEndings,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/Wikicat2005TelevisionSeriesDebuts,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/WikicatGameShows,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
http://dbpedia.org/class/yago/WikicatTelevisionGenres,http://dbpedia.org/resource/MasterChef,Masterchef,477,73,0.782205822078134,0.2784165042968359,0,28,== Discography == | ==== Collaborative albums ====
