types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Firefighter,Fire Fighter,2466,10,0.9999999999488124,5.043455385413417e-11,0,30,== Works == | === Film music ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Firefighter,Fire Fighter,2466,10,0.9999999999488124,5.043455385413417e-11,0,30,== Works == | === Film music ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Firefighter,Fire Fighter,2466,10,0.9999999999488124,5.043455385413417e-11,0,30,== Works == | === Film music ===
