types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Bhakti_yoga,Bhakti Yoga,244,85,1.0,0.0,12,49,== Works == | === Summary studies ===
http://dbpedia.org/class/yago/WikicatYogaStyles,http://dbpedia.org/resource/Bhakti_yoga,Bhakti Yoga,244,85,1.0,0.0,12,49,== Works == | === Summary studies ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bhakti_yoga,Bhakti Yoga,244,85,1.0,0.0,12,49,== Works == | === Summary studies ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Bhakti_yoga,Bhakti Yoga,244,85,1.0,0.0,12,49,== Works == | === Summary studies ===
http://dbpedia.org/class/yago/Manner104928903,http://dbpedia.org/resource/Bhakti_yoga,Bhakti Yoga,244,85,1.0,0.0,12,49,== Works == | === Summary studies ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Bhakti_yoga,Bhakti Yoga,244,85,1.0,0.0,12,49,== Works == | === Summary studies ===
