types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/EthnicGroup,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Absentee109757653,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Emigrant110051975,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Exile110071332,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Migrant110314952,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Refugee110516016,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Traveler109629752,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/WikicatGermanEmigrants,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
http://dbpedia.org/class/yago/WikicatGermanRefugees,http://dbpedia.org/resource/German_Palatines,Palatine,212,125,0.9351764307660496,0.0627904381292749,3,18,== Early life == | === Newspaperman ===
