types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Stagecoach,stage coach,2109,80,0.9999999999999716,0.0,2,8,== Early life == | === European journey ===
http://dbpedia.org/ontology/Automobile,http://dbpedia.org/resource/Stagecoach,stage coach,2109,80,0.9999999999999716,0.0,2,8,== Early life == | === European journey ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Stagecoach,stage coach,2109,80,0.9999999999999716,0.0,2,8,== Early life == | === European journey ===
