types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Phallus,phallic object,866,145,1.0,0.0,2,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/WikicatPhallicSymbols,http://dbpedia.org/resource/Phallus,phallic object,866,145,1.0,0.0,2,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Phallus,phallic object,866,145,1.0,0.0,2,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Phallus,phallic object,866,145,1.0,0.0,2,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Phallus,phallic object,866,145,1.0,0.0,2,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Phallus,phallic object,866,145,1.0,0.0,2,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/WikicatSymbols,http://dbpedia.org/resource/Phallus,phallic object,866,145,1.0,0.0,2,9,== Career == | === Rammstein ===
