types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatIndividualAnimals,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatCarnosaurs,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatCretaceousDinosaurs,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatDinosaursOfNorthAmerica,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Archosaur101695681,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Carnosaur101713508,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Chordate101466257,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Diapsid101661818,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Dinosaur101699831,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Reptile101661091,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Saurischian101708106,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Theropod101712008,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Tyrannosaur101713764,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Vertebrate101471682,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatTyrannosaurs,http://dbpedia.org/resource/Sue_(dinosaur),SUE,168,30,0.9941560161062653,0.0,0,12,== Discography == | === Singles ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Honi_language,Honi,33,43,0.9999999999998864,0.0,0,13,== Discography == | === Singles ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Honi_language,Honi,33,43,0.9999999999998864,0.0,0,13,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatLanguagesOfChina,http://dbpedia.org/resource/Honi_language,Honi,33,43,0.9999999999998864,0.0,0,13,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatLoloishLanguages,http://dbpedia.org/resource/Honi_language,Honi,33,43,0.9999999999998864,0.0,0,13,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Honi_language,Honi,33,43,0.9999999999998864,0.0,0,13,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Honi_language,Honi,33,43,0.9999999999998864,0.0,0,13,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Honi_language,Honi,33,43,0.9999999999998864,0.0,0,13,== Discography == | === Singles ===
