types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPlayStation2Games,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatPlayStationGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatPlayStationPortableGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatBishōjoGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatDOSGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatDreamcastGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatVideoGamesDevelopedInJapan,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatWindowsGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatLifeSimulationGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatMSXGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatMacOSGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatMobileGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatNECPC-9801Games,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatSegaSaturnGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatSharpX68000Games,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatSocialSimulationVideoGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Arrangement107938773,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/ComputerGame100458890,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Game100430606,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Game100456199,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Ordering108456993,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Series108457976,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Wikicat1991VideoGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/Wikicat1995VideoGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatFMTownsGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatNintendoDSGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatSuperNESGames,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatTakara(company)Games,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
http://dbpedia.org/class/yago/WikicatTurboGrafx-16Games,http://dbpedia.org/resource/Princess_Maker,Princess Maker,52,55,0.9999999999999432,0.0,0,20,== Discography == | === Commercial singles ===
