types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/WikicatMusicalPerformanceTechniques,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/WikicatMusicalTechniques,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Overblowing,overblowing,66,78,1.0,0.0,1,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/WikicatAmericanSportswriters,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/WikicatDailyNews(NewYork)People,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/Journalist110224578,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/SportsWriter110640084,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/WikicatNewYorkPostPeople,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
http://dbpedia.org/class/yago/WikicatNewsdayPeople,http://dbpedia.org/resource/Jimmy_Cannon,Jimmy Cannon,23,19,0.9999999999624548,0.0,4,2,== Early life ==
