types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/Subject106599788,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/Tribe108372411,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/WikicatNativeAmericanTopics,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
http://dbpedia.org/class/yago/WikicatNativeAmericanTribes,http://dbpedia.org/resource/Native_American_studies,American Indian studies,249,117,1.0,0.0,4,5,== Biography == | === Musical career ===
