types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Pianist,Concert pianist,5835,0,0.9999999999904858,0.0,1,11,== London years == | === Concert pianist ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Pianist,Concert pianist,5835,0,0.9999999999904858,0.0,1,11,== London years == | === Concert pianist ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Pianist,Concert pianist,5835,0,0.9999999999904858,0.0,1,11,== London years == | === Concert pianist ===
