types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatMediaContentRatingsSystems,http://dbpedia.org/resource/X_rating,X Certificate,387,18,1.0,0.0,0,62,== Works == | === Books ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/X_rating,X Certificate,387,18,1.0,0.0,0,62,== Works == | === Books ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/X_rating,X Certificate,387,18,1.0,0.0,0,62,== Works == | === Books ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/X_rating,X Certificate,387,18,1.0,0.0,0,62,== Works == | === Books ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/X_rating,X Certificate,387,18,1.0,0.0,0,62,== Works == | === Books ===
http://dbpedia.org/class/yago/System104377057,http://dbpedia.org/resource/X_rating,X Certificate,387,18,1.0,0.0,0,62,== Works == | === Books ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/X_rating,X Certificate,387,18,1.0,0.0,0,62,== Works == | === Books ===
