types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Maai,MAAI,13,7,0.9999996558124192,0.0,0,58,== Selected Directorial Events == | === Events ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Maai,MAAI,13,7,0.9999996558124192,0.0,0,58,== Selected Directorial Events == | === Events ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Maai,MAAI,13,7,0.9999996558124192,0.0,0,58,== Selected Directorial Events == | === Events ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Maai,MAAI,13,7,0.9999996558124192,0.0,0,58,== Selected Directorial Events == | === Events ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Maai,MAAI,13,7,0.9999996558124192,0.0,0,58,== Selected Directorial Events == | === Events ===
http://dbpedia.org/class/yago/Term106303888,http://dbpedia.org/resource/Maai,MAAI,13,7,0.9999996558124192,0.0,0,58,== Selected Directorial Events == | === Events ===
