types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Private_investigator,Private investigator,1777,0,0.9999999999661496,0.0,14,34,== Appeals and review == | === State appeals ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Private_investigator,Private investigator,1777,0,0.9999999999661496,0.0,14,34,== Appeals and review == | === State appeals ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Private_investigator,Private investigator,1777,0,0.9999999999661496,0.0,14,34,== Appeals and review == | === State appeals ===
