types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
http://dbpedia.org/class/yago/WikicatDrumMachines,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
http://dbpedia.org/class/yago/Machine103699975,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Linn_9000,Linn 9000 drum machine,93,41,1.0,0.0,1,7,== Forat Music and Electronics == | === History ===
