types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Rhythmic_contemporary,rhythmic contemporary,1430,18,0.999999069956437,9.300444339026828e-07,15,27,== Musical career == | === 2018: KOD ===
http://dbpedia.org/class/yago/WikicatRadioFormats,http://dbpedia.org/resource/Rhythmic_contemporary,rhythmic contemporary,1430,18,0.999999069956437,9.300444339026828e-07,15,27,== Musical career == | === 2018: KOD ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Rhythmic_contemporary,rhythmic contemporary,1430,18,0.999999069956437,9.300444339026828e-07,15,27,== Musical career == | === 2018: KOD ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Rhythmic_contemporary,rhythmic contemporary,1430,18,0.999999069956437,9.300444339026828e-07,15,27,== Musical career == | === 2018: KOD ===
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/Rhythmic_contemporary,rhythmic contemporary,1430,18,0.999999069956437,9.300444339026828e-07,15,27,== Musical career == | === 2018: KOD ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Rhythmic_contemporary,rhythmic contemporary,1430,18,0.999999069956437,9.300444339026828e-07,15,27,== Musical career == | === 2018: KOD ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Rhythmic_contemporary,rhythmic contemporary,1430,18,0.999999069956437,9.300444339026828e-07,15,27,== Musical career == | === 2018: KOD ===
