types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/ontology/Fashion,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/class/yago/WikicatSkirts,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/class/yago/ClothCovering103050026,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/class/yago/Covering103122748,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/class/yago/Skirt104231272,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Miniskirt,mini-skirt,339,157,1.0,0.0,4,6,== Career == | === Modelling ===
