types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Oceanography,Oceanography,2657,0,0.9999991148934848,5.207977637583511e-07,1,79,== Inventions and scientific inquiries == | === Oceanography ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Oceanography,Oceanography,2657,0,0.9999991148934848,5.207977637583511e-07,1,79,== Inventions and scientific inquiries == | === Oceanography ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Oceanography,Oceanography,2657,0,0.9999991148934848,5.207977637583511e-07,1,79,== Inventions and scientific inquiries == | === Oceanography ===
