types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Epidemiology,epidemiological,3849,48,0.9999999844792457,1.5326739581690627e-08,1,11,== Career == | === 2021 arrest ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Epidemiology,epidemiological,3849,48,0.9999999844792457,1.5326739581690627e-08,1,11,== Career == | === 2021 arrest ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Epidemiology,epidemiological,3849,48,0.9999999844792457,1.5326739581690627e-08,1,11,== Career == | === 2021 arrest ===
