types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Urban_adult_contemporary,Adult Urban Contemporary,1073,47,1.0,0.0,5,13,== Career == | ==== Performances ====
http://dbpedia.org/class/yago/WikicatRadioFormats,http://dbpedia.org/resource/Urban_adult_contemporary,Adult Urban Contemporary,1073,47,1.0,0.0,5,13,== Career == | ==== Performances ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Urban_adult_contemporary,Adult Urban Contemporary,1073,47,1.0,0.0,5,13,== Career == | ==== Performances ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Urban_adult_contemporary,Adult Urban Contemporary,1073,47,1.0,0.0,5,13,== Career == | ==== Performances ====
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/Urban_adult_contemporary,Adult Urban Contemporary,1073,47,1.0,0.0,5,13,== Career == | ==== Performances ====
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Urban_adult_contemporary,Adult Urban Contemporary,1073,47,1.0,0.0,5,13,== Career == | ==== Performances ====
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Urban_adult_contemporary,Adult Urban Contemporary,1073,47,1.0,0.0,5,13,== Career == | ==== Performances ====
