types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Legislature,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/WikicatDeathCustoms,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/WikicatMeetings,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Continuance101017987,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Custom100413239,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Gathering107975026,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Meeting108307589,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Practice100410247,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
http://dbpedia.org/class/yago/Survival101022178,http://dbpedia.org/resource/Candlelight_vigil,vigil,119,23,0.8034932328266049,0.2445655348122712,15,41,== Activism == | === LGBT advocacy ===
