types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
http://dbpedia.org/class/yago/WikicatIdeologies,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
http://dbpedia.org/class/yago/Attitude106193203,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
http://dbpedia.org/class/yago/Orientation106208021,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
http://dbpedia.org/class/yago/PoliticalOrientation106212839,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Black_supremacy,black supremacist,161,17,1.0,0.0,2,22,== Other ventures == | === Racism controversy ===
