types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/Explanation105793000,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/HigherCognitiveProcess105770664,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/WikicatMetaphysicalTheories,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/Theory105989479,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/Thinking105770926,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/Process105701363,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
http://dbpedia.org/class/yago/WikicatEpistemologicalTheories,http://dbpedia.org/resource/Transcendental_idealism,idealism,150,35,0.5463659939121751,0.8301513444882873,2,45,== Philosophy == | === Ethics ===
