types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCivilConflictsInEngland,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/WikicatWarsInvolvingScotland,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/ChangeOfLocation107311115,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/Conflict100958896,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/Happening107283608,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/MilitaryAction100952963,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/Movement107309781,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/WikicatJacobiteRisings,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/Rise107445480,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
http://dbpedia.org/class/yago/War100973077,http://dbpedia.org/resource/Jacobite_risings,Jacobite rebellions,334,123,0.7221184323775157,0.384814394929065,2,4,== Career == | === Early years ===
