types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Informant,police informant,1450,54,0.9999999999798774,0.0,17,34,== Appeals and review == | === State appeals ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Informant,police informant,1450,54,0.9999999999798774,0.0,17,34,== Appeals and review == | === State appeals ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Informant,police informant,1450,54,0.9999999999798774,0.0,17,34,== Appeals and review == | === State appeals ===
