types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/UK_Singles_Chart,UK Top Twenty,29909,30,1.0,0.0,5,11,== Biography == | === 1969–1983: Supertramp ===
http://dbpedia.org/class/yago/WikicatBritishRecordCharts,http://dbpedia.org/resource/UK_Singles_Chart,UK Top Twenty,29909,30,1.0,0.0,5,11,== Biography == | === 1969–1983: Supertramp ===
http://dbpedia.org/class/yago/WikicatRecordCharts,http://dbpedia.org/resource/UK_Singles_Chart,UK Top Twenty,29909,30,1.0,0.0,5,11,== Biography == | === 1969–1983: Supertramp ===
http://dbpedia.org/class/yago/WikicatRecordChartsByCountry,http://dbpedia.org/resource/UK_Singles_Chart,UK Top Twenty,29909,30,1.0,0.0,5,11,== Biography == | === 1969–1983: Supertramp ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/UK_Singles_Chart,UK Top Twenty,29909,30,1.0,0.0,5,11,== Biography == | === 1969–1983: Supertramp ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/UK_Singles_Chart,UK Top Twenty,29909,30,1.0,0.0,5,11,== Biography == | === 1969–1983: Supertramp ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/UK_Singles_Chart,UK Top Twenty,29909,30,1.0,0.0,5,11,== Biography == | === 1969–1983: Supertramp ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/UK_Singles_Chart,UK Top Twenty,29909,30,1.0,0.0,5,11,== Biography == | === 1969–1983: Supertramp ===
