types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatActionHorrorFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatAmericanComedyScienceFictionFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatAmericanScienceFictionActionFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatAmericanScienceFictionHorrorFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatMartialArtsScienceFictionFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Wikicat1990sActionFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Wikicat1990sScienceFictionFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/Wikicat1991Films,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatEnglish-languageFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatFilmsBasedOnComics,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatFilmsBasedOnManga,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
http://dbpedia.org/class/yago/WikicatNewLineCinemaFilms,http://dbpedia.org/resource/The_Guyver,Guyver,37,67,0.9980968010922704,0.001906827980654,0,9,== History == | === So Wonderful ===
