types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArmouredCars,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/WikicatArmouredVehicles,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/ontology/Automobile,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/WikicatCommercialVehicles,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/ArmoredCar102740061,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/ArmoredVehicle102740533,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Container103094503,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/MotorVehicle103791235,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Self-propelledVehicle104170037,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Truck104490091,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/WheeledVehicle104576211,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
http://dbpedia.org/class/yago/WikicatTrucks,http://dbpedia.org/resource/Armored_car_(valuables),armored truck,165,96,0.9999997502619664,0.0,4,6,== Early life == | === Panther heritage ===
