types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Staxx_of_Joy,Carol Leeming,22,23,1.0,0.0,0,244,== Remixography == | === 1994 ===
http://dbpedia.org/class/yago/WikicatAmericanDanceMusicGroups,http://dbpedia.org/resource/Staxx_of_Joy,Carol Leeming,22,23,1.0,0.0,0,244,== Remixography == | === 1994 ===
http://dbpedia.org/class/yago/WikicatAmericanElectronicMusicGroups,http://dbpedia.org/resource/Staxx_of_Joy,Carol Leeming,22,23,1.0,0.0,0,244,== Remixography == | === 1994 ===
http://dbpedia.org/class/yago/WikicatAmericanHouseMusicGroups,http://dbpedia.org/resource/Staxx_of_Joy,Carol Leeming,22,23,1.0,0.0,0,244,== Remixography == | === 1994 ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Staxx_of_Joy,Carol Leeming,22,23,1.0,0.0,0,244,== Remixography == | === 1994 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Staxx_of_Joy,Carol Leeming,22,23,1.0,0.0,0,244,== Remixography == | === 1994 ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Staxx_of_Joy,Carol Leeming,22,23,1.0,0.0,0,244,== Remixography == | === 1994 ===
