types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Albert_Brothers,The Albert Brothers,20,103,1.0,0.0,0,17,== Career == | === 1970s ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/The_Albert_Brothers,The Albert Brothers,20,103,1.0,0.0,0,17,== Career == | === 1970s ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/The_Albert_Brothers,The Albert Brothers,20,103,1.0,0.0,0,17,== Career == | === 1970s ===
