types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://umbel.org/umbel/rc/Festival,http://dbpedia.org/resource/Bienal_de_Flamenco,Bienal de Flamenco de Sevilla,19,33,1.0,0.0,7,6,== Biography == | ==== Early career ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bienal_de_Flamenco,Bienal de Flamenco de Sevilla,19,33,1.0,0.0,7,6,== Biography == | ==== Early career ====
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Bienal_de_Flamenco,Bienal de Flamenco de Sevilla,19,33,1.0,0.0,7,6,== Biography == | ==== Early career ====
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Bienal_de_Flamenco,Bienal de Flamenco de Sevilla,19,33,1.0,0.0,7,6,== Biography == | ==== Early career ====
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Bienal_de_Flamenco,Bienal de Flamenco de Sevilla,19,33,1.0,0.0,7,6,== Biography == | ==== Early career ====
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Bienal_de_Flamenco,Bienal de Flamenco de Sevilla,19,33,1.0,0.0,7,6,== Biography == | ==== Early career ====
