types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://www.wikidata.org/entity/Q24229398,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://www.wikidata.org/entity/Q178885,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/ontology/Deity,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Deity109505418,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/WikicatHinduDeities,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/ontology/ComicsCharacter,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://dbpedia.org/class/yago/WikicatFormsOfVishnu,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
http://umbel.org/umbel/rc/Writer,http://dbpedia.org/resource/Dattatreya,Aathreya,396,0,0.9999999984477485,0.0,3,13,== Career as a lyricist == | === 1970s ===
