types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Fairy_tale,folk tales,3622,31,0.8091620155021069,0.2348117189145522,13,4,== Biography == | === Early years ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Fairy_tale,folk tales,3622,31,0.8091620155021069,0.2348117189145522,13,4,== Biography == | === Early years ===
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/resource/Fairy_tale,folk tales,3622,31,0.8091620155021069,0.2348117189145522,13,4,== Biography == | === Early years ===
