types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Broadcast106619428,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/TalkShow106620227,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/WikicatTelevisionGenres,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
http://dbpedia.org/class/yago/WikicatTelevisionTalkShows,http://dbpedia.org/resource/Breakfast_television,breakfast,689,48,0.9821523963365688,0.0169454759958931,2,16,== Broadcasting career == | === Classic FM ===
