types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatJapaneseBrands,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatContactlessSmartCards,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Assets113329641,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/ConsumerCredit113374426,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Credit113378518,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/CreditLine113379413,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Evidence106643408,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Identification106885083,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Indication106797169,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Name106333653,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Open-endCredit113375323,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PositiveIdentification106885389,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Possession100032613,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/SmartCard113377003,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
http://dbpedia.org/class/yago/TradeName106845599,http://dbpedia.org/resource/Nanaco,Nanaco,7,24,0.9999997991122088,0.0,0,26,== Discography == | === Albums ===
