types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kidnapping,Kidnap,3572,493,1.0,6.158462878325784e-20,7,28,== Artistry == | === Simone standards ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Kidnapping,Kidnap,3572,493,1.0,6.158462878325784e-20,7,28,== Artistry == | === Simone standards ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Kidnapping,Kidnap,3572,493,1.0,6.158462878325784e-20,7,28,== Artistry == | === Simone standards ===
