types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Kennedy_Center_American_College_Theater_Festival,Kennedy Center American College Theater Festival,47,73,1.0,0.0,1,8,== Career == | === Screenwriting ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Kennedy_Center_American_College_Theater_Festival,Kennedy Center American College Theater Festival,47,73,1.0,0.0,1,8,== Career == | === Screenwriting ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Kennedy_Center_American_College_Theater_Festival,Kennedy Center American College Theater Festival,47,73,1.0,0.0,1,8,== Career == | === Screenwriting ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Kennedy_Center_American_College_Theater_Festival,Kennedy Center American College Theater Festival,47,73,1.0,0.0,1,8,== Career == | === Screenwriting ===
http://dbpedia.org/class/yago/WikicatTheatreFestivalsInTheUnitedStates,http://dbpedia.org/resource/Kennedy_Center_American_College_Theater_Festival,Kennedy Center American College Theater Festival,47,73,1.0,0.0,1,8,== Career == | === Screenwriting ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Kennedy_Center_American_College_Theater_Festival,Kennedy Center American College Theater Festival,47,73,1.0,0.0,1,8,== Career == | === Screenwriting ===
