types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Valley,dale,5573,31,0.6875615091343166,0.4347510817292124,0,27,== Feuds == | === Vector ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Valley,dale,5573,31,0.6875615091343166,0.4347510817292124,0,27,== Feuds == | === Vector ===
http://dbpedia.org/ontology/River,http://dbpedia.org/resource/Valley,dale,5573,31,0.6875615091343166,0.4347510817292124,0,27,== Feuds == | === Vector ===
