types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lyrebird,lyrebird,168,67,0.9999998051119028,0.0,0,15,== Compositions == | === Radio compositions ===
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Lyrebird,lyrebird,168,67,0.9999998051119028,0.0,0,15,== Compositions == | === Radio compositions ===
http://umbel.org/umbel/rc/Animal,http://dbpedia.org/resource/Lyrebird,lyrebird,168,67,0.9999998051119028,0.0,0,15,== Compositions == | === Radio compositions ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Lyrebird,lyrebird,168,67,0.9999998051119028,0.0,0,15,== Compositions == | === Radio compositions ===
http://umbel.org/umbel/rc/Bird,http://dbpedia.org/resource/Lyrebird,lyrebird,168,67,0.9999998051119028,0.0,0,15,== Compositions == | === Radio compositions ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Lyrebird,lyrebird,168,67,0.9999998051119028,0.0,0,15,== Compositions == | === Radio compositions ===
