types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Irish_Independent_Albums_Chart,Irish Independent Albums Chart,35,115,1.0,0.0,5,5,== Career == | === Warpaint ===
http://dbpedia.org/class/yago/WikicatIrishRecordCharts,http://dbpedia.org/resource/Irish_Independent_Albums_Chart,Irish Independent Albums Chart,35,115,1.0,0.0,5,5,== Career == | === Warpaint ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Irish_Independent_Albums_Chart,Irish Independent Albums Chart,35,115,1.0,0.0,5,5,== Career == | === Warpaint ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/Irish_Independent_Albums_Chart,Irish Independent Albums Chart,35,115,1.0,0.0,5,5,== Career == | === Warpaint ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Irish_Independent_Albums_Chart,Irish Independent Albums Chart,35,115,1.0,0.0,5,5,== Career == | === Warpaint ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/Irish_Independent_Albums_Chart,Irish Independent Albums Chart,35,115,1.0,0.0,5,5,== Career == | === Warpaint ===
