types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
http://dbpedia.org/class/yago/Wikicat2013FilmAwards,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
http://dbpedia.org/class/yago/Wikicat2013TelevisionAwards,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
http://dbpedia.org/class/yago/WikicatGoldenGlobeAwards,http://dbpedia.org/resource/71st_Golden_Globe_Awards,2014 Golden Globe awards,133,70,1.0,0.0,1,9,== Career == | === Philanthropy ===
