types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Pancharatna_Kriti,Pancharatna Kriti,27,228,1.0,0.0,12,11,== Career == | === Musician ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Pancharatna_Kriti,Pancharatna Kriti,27,228,1.0,0.0,12,11,== Career == | === Musician ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Pancharatna_Kriti,Pancharatna Kriti,27,228,1.0,0.0,12,11,== Career == | === Musician ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Pancharatna_Kriti,Pancharatna Kriti,27,228,1.0,0.0,12,11,== Career == | === Musician ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Pancharatna_Kriti,Pancharatna Kriti,27,228,1.0,0.0,12,11,== Career == | === Musician ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Pancharatna_Kriti,Pancharatna Kriti,27,228,1.0,0.0,12,11,== Career == | === Musician ===
http://dbpedia.org/class/yago/Wikicat19th-centurySongs,http://dbpedia.org/resource/Pancharatna_Kriti,Pancharatna Kriti,27,228,1.0,0.0,12,11,== Career == | === Musician ===
