types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hill_people,hill-tribe,327,91,0.9999999999986642,1.304162460701102e-12,0,8,== Biography == | === Later films ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Hill_people,hill-tribe,327,91,0.9999999999986642,1.304162460701102e-12,0,8,== Biography == | === Later films ===
http://dbpedia.org/class/yago/EthnicGroup107967382,http://dbpedia.org/resource/Hill_people,hill-tribe,327,91,0.9999999999986642,1.304162460701102e-12,0,8,== Biography == | === Later films ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Hill_people,hill-tribe,327,91,0.9999999999986642,1.304162460701102e-12,0,8,== Biography == | === Later films ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Hill_people,hill-tribe,327,91,0.9999999999986642,1.304162460701102e-12,0,8,== Biography == | === Later films ===
http://dbpedia.org/class/yago/Tribe108372411,http://dbpedia.org/resource/Hill_people,hill-tribe,327,91,0.9999999999986642,1.304162460701102e-12,0,8,== Biography == | === Later films ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInAsia,http://dbpedia.org/resource/Hill_people,hill-tribe,327,91,0.9999999999986642,1.304162460701102e-12,0,8,== Biography == | === Later films ===
http://dbpedia.org/class/yago/WikicatTribes,http://dbpedia.org/resource/Hill_people,hill-tribe,327,91,0.9999999999986642,1.304162460701102e-12,0,8,== Biography == | === Later films ===
