types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Fairy_tale,Fairy tale,3622,77,1.0,6.798683598615161e-21,0,97,== List of works == | === Incidental music ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Fairy_tale,Fairy tale,3622,77,1.0,6.798683598615161e-21,0,97,== List of works == | === Incidental music ===
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/resource/Fairy_tale,Fairy tale,3622,77,1.0,6.798683598615161e-21,0,97,== List of works == | === Incidental music ===
