types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Haveli_Sangeet,Haveli sangeet,11,16,1.0,0.0,3,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/WikicatIndianStylesOfMusic,http://dbpedia.org/resource/Haveli_Sangeet,Haveli sangeet,11,16,1.0,0.0,3,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Haveli_Sangeet,Haveli sangeet,11,16,1.0,0.0,3,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Haveli_Sangeet,Haveli sangeet,11,16,1.0,0.0,3,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Manner104928903,http://dbpedia.org/resource/Haveli_Sangeet,Haveli sangeet,11,16,1.0,0.0,3,20,== Musicianship == | === Repertoire ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Haveli_Sangeet,Haveli sangeet,11,16,1.0,0.0,3,20,== Musicianship == | === Repertoire ===
