types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Teatro_Goldoni_(Venice),Teatro San Luca,44,63,0.9999999998804014,0.0,4,15,== Biography == | === Theatrical career ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Teatro_Goldoni_(Venice),Teatro San Luca,44,63,0.9999999998804014,0.0,4,15,== Biography == | === Theatrical career ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Teatro_Goldoni_(Venice),Teatro San Luca,44,63,0.9999999998804014,0.0,4,15,== Biography == | === Theatrical career ===
