types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/Deity109505418,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/ontology/ComicsCharacter,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/WikicatCharactersCreatedByJackKirby,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/WikicatCharactersCreatedByStanLee,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/WikicatComicsCharacters,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/WikicatComicsCharactersIntroducedIn1962,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/WikicatMarvelComicsCharacters,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/WikicatMarvelComicsCharactersWithSuperhumanStrength,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/WikicatFictionalCharactersWhoCanControlTheWeather,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
http://dbpedia.org/class/yago/WikicatFictionalDeities,http://dbpedia.org/resource/Thor_(Marvel_Comics),The Mighty Thor,4533,82,0.9999999999999148,0.0,5,5,== Career == | === Comics ===
