types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatLabourParty(UK)Publications,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Booklet106413889,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
http://dbpedia.org/class/yago/WikicatPamphlets,http://dbpedia.org/resource/Keep_Left_(pamphlet),Keep Left,17,0,0.9322560785734776,0.0726643598615917,0,17,== Discography == | === As collaborator ===
