types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Graphic_design,graphic arts,2691,88,0.682738503674018,0.4646895936483435,1,14,== Biography == | ==== Yale University ====
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Graphic_design,graphic arts,2691,88,0.682738503674018,0.4646895936483435,1,14,== Biography == | ==== Yale University ====
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Graphic_design,graphic arts,2691,88,0.682738503674018,0.4646895936483435,1,14,== Biography == | ==== Yale University ====
