types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatSecretMilitaryPrograms,http://dbpedia.org/resource/Copper_Green,copper green,3,285,0.9999835063470028,0.0,1,30,== Art works == | === Paintings ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Copper_Green,copper green,3,285,0.9999835063470028,0.0,1,30,== Art works == | === Paintings ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Copper_Green,copper green,3,285,0.9999835063470028,0.0,1,30,== Art works == | === Paintings ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Copper_Green,copper green,3,285,0.9999835063470028,0.0,1,30,== Art works == | === Paintings ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Copper_Green,copper green,3,285,0.9999835063470028,0.0,1,30,== Art works == | === Paintings ===
http://dbpedia.org/class/yago/Plan105898568,http://dbpedia.org/resource/Copper_Green,copper green,3,285,0.9999835063470028,0.0,1,30,== Art works == | === Paintings ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Copper_Green,copper green,3,285,0.9999835063470028,0.0,1,30,== Art works == | === Paintings ===
