types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
http://dbpedia.org/class/yago/WikicatMorningZooRadioPrograms,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
http://dbpedia.org/class/yago/WikicatRadioPrograms,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
http://dbpedia.org/class/yago/Plan105898568,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Morning_zoo,Morning Zoo,119,100,1.0,0.0,0,32,== Career == | === Radio ===
