types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Folly,follies,959,221,0.9897868911916547,0.0103184331719725,1,14,== Professional career == | === Pittsburgh Steelers ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Folly,follies,959,221,0.9897868911916547,0.0103184331719725,1,14,== Professional career == | === Pittsburgh Steelers ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Folly,follies,959,221,0.9897868911916547,0.0103184331719725,1,14,== Professional career == | === Pittsburgh Steelers ===
