types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Secretariat_of_Culture,CONACULTA,163,0,0.999999999999872,0.0,1,45,== Releases == | === Improvised Music ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Secretariat_of_Culture,CONACULTA,163,0,0.999999999999872,0.0,1,45,== Releases == | === Improvised Music ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Secretariat_of_Culture,CONACULTA,163,0,0.999999999999872,0.0,1,45,== Releases == | === Improvised Music ===
