types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
http://dbpedia.org/class/yago/WikicatUnidentifiedPeople,http://dbpedia.org/resource/Immortal_Beloved,Unsterbliche Geliebte,87,35,1.0,0.0,0,16,== Selected bibliography == | === On Beethoven ===
