types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
http://dbpedia.org/class/yago/WikicatMaster'sDegrees,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
http://dbpedia.org/class/yago/AcademicDegree106697331,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
http://dbpedia.org/class/yago/Master'sDegree106700447,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Master_of_Music,M.mus.,492,25,1.0,0.0,0,39,== Training == | === Masters ===
