types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/WikicatAlbumsProducedByJermaineDupri,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/WikicatHipHopAlbums,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/WikicatHipHopAlbumsByAmericanArtists,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/WikicatDebutAlbums,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/WikicatLil'KimAlbums,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/Wikicat1996Albums,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://dbpedia.org/class/yago/Wikicat1996DebutAlbums,http://dbpedia.org/resource/Hard_Core_(Lil'_Kim_album),Hard Core,62,102,0.9935364706937112,0.0065036420395421,1,15,== Life and career == | === Reminisce (2017–present) ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/A_Boogie_wit_da_Hoodie,A Boogie wit da Hoodie,286,80,1.0,0.0,3,15,== Life and career == | === Reminisce (2017–present) ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Snatch_(weightlifting),snatch,1097,103,0.9991005721578804,0.0,24,24,== Controversies == | === Foxy Brown ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/No_Frauds,No Frauds,20,44,1.0,0.0,9,27,== Controversies == | === Nicki Minaj ===
